word,sentiment
advancers,0.0
advances,1.6105593839754398227
advancing,0.057367936387226254767
advantage,1.5160224329583499762
advantageous,1.4668265069655378873
advantages,2.3117273435594665396
advent,0.0
adventure,1.8626827559670654867
adversaries,-0.2021432590978583507
adverse,-1.2384423104398239165
adversely,-0.75959947703381495423
adversity,-0.70477211565967050615
advertise,0.0
advertised,0.0
advertisement,0.0
advertisements,0.0
advertisers,0.0
advertising,0.0
advest,0.0
advice,0.28161497274049854944
advise,0.0
advised,0.0
adviser,0.0
advisers,0.0
advises,0.0
advising,0.0
advisor,0.0
advisors,0.0
advisory,0.0
advocacy,0.0
advocate,1.0446963675194256247
advocated,0.2643774783120213181
advocates,0.07180862054202059023
advocating,0.0
aerial,0.0
aeronautics,0.0
aerospace,0.0
aes,0.0
aesthetic,0.5702359445823555317
aetna,0.0
afdc,0.0
affair,0.447345099519532487
affairs,0.0
affect,0.0
affected,-0.43164350544409407702
affecting,-0.04652337864615466724
affects,-0.16079937501793133555
affidavit,-0.09780282635794566233
affiliate,0.0
affiliated,0.0
affiliates,0.0
affiliation,1.0034126873988578947
affirmative,1.0663680663656488135
affirmed,0.0
afflicted,-1.7161979323960628666
afflicting,-0.6384906044078494844
affluence,0.9328366737411261905
affluent,0.5823162552553516143
afford,0.0
affordability,0.0
affordable,0.97568017346639112383
affordable-housing,0.0
afforded,0.0
afghan,-0.7964244731449737736
afghanistan,-0.3405101799861069464
afghanistan's,0.0
afghans,-0.93034804827011104855
afl-cio,0.0
afloat,0.0
afoot,-0.42666081299391315118
afraid,-1.2907403215972717778
africa,0.0
africa's,-0.29093875788098951524
african,0.0
african-american,0.0
african-americans,-0.32997918278427979953
africans,-0.30828798080023195005
after-hours,0.0
after-school,0.0
after-tax,0.0
aftermath,-1.7307619984976249316
afternoon,0.0
aftershocks,-1.350565794853313658
afterward,0.0
ag,0.0
age,0.0
aged,0.0
agencies,0.0
agency,0.0
agency's,0.0
agenda,0.0
agendas,0.0
agent,0.0
agents,0.0
ages,0.0
aggravate,-3.033493167318423109
aggravated,-2.988821954760032326
aggravating,-2.7397595491322067687
aggregate,0.0
aggregates,0.0
aggression,-1.9181752304694818771
aggressive,-0.58835725669194983127
aggressively,-0.5084810311151236256
aging,0.0
agnos,-0.10099262172604581249
ago,0.0
agonizing,-2.225936545827241999
agree,1.1880206235528612719
agreed,0.58483591266453237653
agreeing,0.0
agreement,0.84999018449747933287
agreements,0.4986849005205432293
agrees,1.1287470745969771554
agribusiness,0.293871697063236178
agricultural,0.0
agriculture,0.0
ah,1.5518758821473496214
aha,0.0
ahead,-0.29928306830674751107
ahmadinejad,-0.5661699428282233638
ahmanson,1.2270729010857077953
ahmed,0.0
aid,-0.1038440101948628619
aide,0.0
aided,0.24569009145868379464
aides,0.0
aiding,-0.50752490864904019634
aids,-0.69794108152173417247
aig,-0.37935776996596193758
aig's,-0.6552056120070836608
ailing,-0.8814416658426599209
ailments,-0.898435921888030751
ails,0.0
aim,0.0
aimed,0.0
aiming,0.0
aims,0.25718096245934884853
ain't,0.5360421234321400746
air,0.0
air-conditioning,0.0
airborne,-0.23406770587812880443
airbus,0.0
aircraft,0.0
aired,0.0
aires,0.0
airfare,0.16084856366185321763
airfares,0.0
airing,0.0
airline,-0.24727531746529374244
airline's,0.0
airliners,-0.4572112571923385602
airlines,-0.08288503966200415753
airplane,0.0
airplanes,0.0
airport,0.0
airport's,0.0
airports,0.0
airtran,0.0
airwaves,0.0
airways,0.0
aisle,0.0
aisles,0.0
ajc,0.0
akin,-0.029093080580699764108
akron,0.0
al,0.0
al-qaida,-0.89338285403663954124
ala,0.0
alabama,0.0
alameda,0.0
alan,0.0
alarm,-1.7066384068889667871
alarmed,-1.1145123059791480542
alarming,-1.4296947893986575613
alarms,-2.017764214234603142
alas,-1.1793946907617006083
alaska,0.0
alaska's,0.0
alaskan,0.03088223720182675168
albany,0.0
albeit,0.0
albert,0.0
alberta,0.0
albertine,0.0
alberto,0.0
albright,-0.18597295202879389864
album,0.0
albuquerque,0.0
alcoa,-0.008882444652391813441
alcohol,-0.7113973752159372649
alcoholic,0.0
ald,0.0
alderman,0.0
aldermen,0.0
alejandro,0.0
alert,0.9098471555164274509
alerted,-0.6843164166132665576
alerts,-1.1190038117654448202
alex,0.0
alexander,0.0
alexandria,0.0
alexis,0.13104793598254904891
alfonse,0.0
alfonsin,-0.40261593873991026452
alfred,0.0
algeria,0.16799145117423335402
algiers,0.0
ali,0.045270974653926358575
alice,0.0
alicia,0.0
alien,-0.4906095375941865762
alienated,-1.7720826119719859447
alienating,-1.0936056211598343832
aliens,-1.4065072649437312872
align,0.0
aligned,0.0
alignment,0.6517087561821459404
alike,-0.48797151081464096425
alive,1.4521563172177441394
all-important,0.0
all-out,-0.19020549911675691681
all-time,0.0
allan,0.0
allay,-1.4695264829612731433
allegation,-2.3628835238935370698
allegations,-2.3118005934363605105
allege,-2.4327532038540230156
alleged,-1.8111868270570617792
allegedly,-1.3025885216045997543
alleges,-1.9636337045347341722
allegheny,0.0
allegiance,0.0
alleging,-1.6864205807544892642
allen,0.0
alleviate,-0.4231272404126020237
alley,0.0
alleys,0.0
allfirst,0.0
alliance,0.4694771099272655646
alliances,1.3661567788250162358
allied,0.0
allies,-0.13507609617216962344
allison,0.0
allocate,0.0
allocated,0.0
allocating,0.0
allocation,0.0
allocations,0.0
allotment,0.0
allotted,0.0
allow,0.0
allowable,0.0
allowance,0.0
allowances,0.0
allowed,0.0
allowing,0.0
allows,0.0
allstate,-0.95601161092702375383
alluded,0.0
alluding,0.0
allure,-0.71582195184625548045
ally,0.05579948439566169191
almanac,0.0
almost,0.0
alone,-0.7005121884521080823
along,0.0
alongside,0.0
aloud,0.0
alpert,0.0
alpha,0.0
alpharetta,-0.035199752969765221987
already,-0.23324349845549013609
also,0.023396518505301388632
alter,0.0
alterations,0.0
altered,0.0
altering,0.0
alternate,0.0
alternative,0.0
alternatively,0.0
alternatives,0.0019304152520590343648
although,0.0
altman,0.0
alto,0.0
altogether,-0.45594262397429963452
alton,0.0
altria,0.0
aluminum,0.0
alumni,0.0466305941699659202
alvarez,0.0
alvin,0.0
always,0.34760513012884406906
alzheimer's,-0.24507699138649812905
amanda,0.0
amassed,0.0
amateur,0.0
amazed,1.8023140069242113234
amazing,2.4919376711676471548
amazingly,0.49100392146208695867
amazon,1.2842345605790148047
amazon's,0.0
amazon.com,0.0
ambassador,0.0
ambassadors,0.0
ambiguity,-1.4693445490027980537
ambiguous,-1.2370380847670685876
ambition,0.46283304449539063664
ambitions,0.0
ambitious,1.3225638172484967824
ambivalence,0.05736793638722625482
ambivalent,-0.727207981242579525
ambulance,0.0
amend,0.0
amended,0.0
amending,0.0
amendment,0.6633106827270662564
amendments,0.0
amenities,0.593309591074669171
ameren,0.0
america,0.0
america's,-0.3193182071708947643
american,0.0
american's,0.0
american-made,0.0
american-style,-0.006554154892800677511
americans,-0.087577917472083436556
americas,0.0
amerifirst,-0.036054819289498612527
ameriprise,0.0
ameriquest,-0.7030291255454206561
ameritrade,0.0
ames,0.0
amex,0.0
amgen,0.18035636914518320915
amherst,0.0
amid,-1.3386980593321968979
ammunition,0.0
amnesty,-0.55350451410694458175
amoco,0.0
among,0.0
amortization,-1.7173002657797794627
amos,0.0
amount,0.0
amounted,0.0
amounting,0.0
amounts,0.0
ample,1.0418111363592166385
amplified,-0.79733980501666198293
amr,0.0
amro,0.0
amsterdam,0.0
amt,0.0
amtrak,0.0
amusement,0.98245613206476330983
amy,0.0
an-hour,0.0
ana,0.0
anacostia,0.0
anadarko,0.0
anaheim,0.0
analogy,-0.39615735870049846392
analyses,0.0
analysis,0.0
analyst,0.0
analyst's,0.0
analysts,0.0
analytical,0.0
analytics,0.0
analyze,0.0
analyzed,0.0
analyzes,0.0
analyzing,0.0
anathema,0.0
anchor,0.0
anchorage,0.0
anchored,0.0
anchors,0.0
ancient,0.0
andean,0.0
andersen,-0.36989579018972235813
anderson,0.0
andover,0.0
andre,0.0
andrea,0.0
andreas,0.0
andres,0.0
andrew,0.0
andrews,0.0
andy,0.0
anecdotal,0.0
anecdotes,-0.29036775056666127968
anemic,-0.40693767174387157138
anew,-0.7830829443917970453
angel,1.201662074171998726
angela,0.0
angeles,0.0
angeles-based,0.0
angelides,0.0
angell,0.0
angelo,0.0
angels,-0.45345768737876442834
anger,-2.3561034264874955977
angered,-1.3970858104882065151
angle,-0.06337062993646154397
anglo,0.0
angola,0.0
angrily,-1.9436938565699869001
angry,-2.211083887210087843
angst,-0.3884617243122576461
anguish,-2.5695121409694121346
anheuser-busch,0.0
animal,-0.25085008121223712307
animals,-0.11637478872764151352
animated,0.51473127326961535903
animation,0.0
anita,0.0
ann,0.0
anna,0.0
annable,0.0
annapolis,0.0
anne,0.0
annex,0.0
annexation,0.0
annie,0.0
anniversary,0.0
announce,0.0
announced,0.0
announcement,0.0
announcements,0.0
announces,-0.0014725636357071894469
announcing,0.0
annoyed,-2.1873038950255150165
annual,0.0
annualized,0.0
annually,0.0
annuities,0.0
annuity,0.0
anoka,0.0
anomaly,-1.0715385271311558744
anonymity,0.0
anonymous,0.0
another,-0.25349538156118507184
another's,0.057367936387226254767
answer,0.15318025027189836707
answered,0.0
answering,-0.18316752636942295866
answers,-0.21654794030040671335
ante,0.0
antelope,0.0
anthem,0.0
anthony,0.0
anthrax,-1.6627794269013624333
anti-american,-1.0873556008146630897
anti-business,0.0
anti-dumping,0.0
anti-government,-0.6076083672060227327
anti-inflation,0.0
anti-inflationary,-0.14675223887551260231
anti-poverty,0.37205299460459387645
anti-recession,0.0
anti-tax,-0.024149916783180247635
anticipate,-0.051938253589615604697
anticipated,0.0
anticipates,0.0
anticipating,0.0
anticipation,0.19524109362160885393
antidote,-0.2303141360645546726
antipoverty,0.12932231001507927154
antiquated,-0.6868641886920652547
antique,0.0
antiques,0.0
antitrust,-1.2316127393317669778
anton,0.0
antonio,0.0
anxieties,-1.7062206558741324241
anxiety,-1.7817192340449504822
anxious,-1.2921886331915015866
anxiously,-0.371330167676865402
anybody,0.13156620497575120614
anybody's,0.43791106728617387004
anymore,0.0
anyone,0.0
anyone's,0.34068211490722669348
anything,0.0
anytime,0.0
anyway,-0.2562088317553423507
anywhere,0.0
aol,-0.18577973398162722848
ap,0.0
apache,-0.03406080068263421557
apart,-0.009190360285941729682
apartheid,-0.74489332964411948765
apartment,0.0
apartments,0.0
apec,0.07411097175264686619
apiece,0.0
apollo,0.0
apologies,0.0
apologize,0.016545941866971125307
apologized,0.7251973089628816887
apology,-0.0967827434400320495
app,0.0
appalachia,0.28175033653089136794
appalachian,0.0
appalled,-2.0599804574314008851
appalling,-2.3498228245232899295
apparatus,0.0
apparel,0.0
apparent,-0.11602917286142055842
apparently,-0.033180097594941491088
appeal,0.9753962881599221192
appealed,0.0
appealing,0.6465202812433285563
appeals,0.0
appear,0.0
appearance,0.0
appearances,-0.15909115032922777306
appeared,0.0
appearing,0.0
appears,0.0
appease,0.0
appellate,0.0
appetite,-0.04343872851431807289
appetites,0.19340116669960166486
applaud,2.2840615919842258332
applauded,1.6202590539073554474
applause,1.5825109059650001291
apple,0.0
apple's,0.2950919534684655514
apples,-0.06234551452121623416
appleton-young,0.0
appliance,0.0
appliances,0.0
applicable,0.0
applicant,0.0
applicants,0.0
application,0.0
applications,0.0
applied,0.0
applies,0.0
apply,0.0
applying,0.0
appoint,0.0
appointed,0.0
appointee,0.0
appointees,0.0
appointing,0.0
appointment,0.0
appointments,0.0
appraisal,0.0
appraisals,-0.7670344555213330339
appraised,0.0
appraiser,0.0
appraisers,0.0
appreciably,-0.9390760816955382995
appreciate,1.8253048238493654524
appreciated,1.622090152962216862
appreciates,2.1849126358727352928
appreciating,1.2808171770923985036
appreciation,1.4279300866710833042
apprehension,-1.7983136241208556783
apprehensive,-1.0936056211598343832
apprenticeship,0.0
approach,0.0
approached,0.0
approaches,0.0
approaching,-0.032661973317295240756
appropriate,0.2701462385117246131
appropriated,0.0
appropriately,0.0
appropriation,0.0
appropriations,0.0
approval,1.3836209397935074572
approvals,0.0
approve,0.0
approved,0.0
approves,1.5230358850486291137
approving,0.0
approximate,0.0
approximately,0.0
apr,0.0
april,0.0
april's,0.0
april-june,0.0
april-to-june,0.0
apt,0.0
aquarium,0.0
aquino,-0.13016811085997733149
arab,0.0
arabia,0.0
arabia's,0.0
arabian,0.0
arabs,-0.8773825126901984088
aramark,-0.5623014660503030386
arbiter,0.0
arbitrage,0.0
arbitrary,-1.4623161086099109704
arbitration,0.22211841138535546702
arbor,0.0
arc,0.0
arcade,0.0
arcane,-0.53563321896814171353
arch,0.0
archbishop,0.0
archdiocese,-0.07264426672179072385
archer,0.0
architect,0.0
architects,0.0
architectural,0.0
architecture,0.0
archive,-0.5173797786587913607
archives,0.0
arco,0.0
arctic,-0.23699168456956403098
ardent,1.2605735708157518638
arduous,-0.5897004402384174813
area,0.0
area's,0.0
areas,0.0
arena,0.0
argentina,-0.5112711937884759817
argentina's,-1.1000117929722458823
argentine,-0.6462251806524350154
argentines,-0.9591376357910010957
arguably,-0.642699687017292836
argue,-1.4190329427937586178
argued,-1.0353315900719165782
argues,-0.94954029315981543165
arguing,-1.059704069484153035
argument,-1.421969118519140731
arguments,-1.7130003428595111857
argus,0.0
ari,0.0
ariel,0.0
arise,-0.994297869333359386
arisen,-0.77559981838025608675
arises,-0.9011674177136404472
arising,-0.33175296672951561214
aristide,0.0
arithmetic,-0.00849401971062726584
ariz,0.0
arizona,0.0
ark,0.0
arkansas,0.0
arlen,0.0
arlington,0.0
arm,0.0
armageddon,-0.06645229647386964479
armed,0.0
armey,-0.30628883691008886391
armies,-0.198221574104992989
armor,-0.35413436892565057225
armored,0.0
arms,0.0
armstrong,0.0
army,0.0
army's,0.0
arne,0.0
arnold,0.0
arose,-0.762543253077828335
around,0.0
aroused,-0.85336763648632451337
arrange,0.0
arranged,0.0
arrangement,0.0
arrangements,0.0
arranging,0.0
array,0.0
arrears,-0.33780747563822183317
arrest,-1.9239384394022549527
arrested,-2.3636055455855536354
arrests,-2.547608607014826103
arrival,0.0
arrivals,0.0
arrive,0.0
arrived,0.0
arrives,0.0
arriving,0.0
arrogance,-2.468360707921029185
arrogant,-2.1352162613924909236
arrow,0.0
arsenal,0.0
arson,-1.6097504064034250144
art,0.0
arteries,0.0
artery,0.0
arthritis,0.0
arthur,0.0
article,0.0
articles,0.0
articulate,1.2020652187047718737
articulated,0.0
artifacts,0.0
artificial,0.0
artificially,-0.8233152914199226409
artist,0.0
artistic,0.72626405556318839024
artists,0.0
arts,0.0
artwork,0.0
arundel,0.0
asbestos,-0.65423896137598865297
ascent,0.0
asean,0.0
ash,0.0
ashamed,-0.53350039505230085416
ashcroft,0.18973143781063925019
ashes,-0.25994715386594949942
ashland,0.0
ashley,0.0
ashworth,0.0
asia,-0.30477686547721704837
asia's,-1.3108036980649528063
asia-pacific,0.0
asian,-0.7714958196984747741
asians,0.0
aside,0.0
ask,0.0
asked,0.0
asking,0.0
asks,-0.29978871245936742224
asleep,0.0
aspect,0.0
aspects,0.0
aspen,0.0
asphalt,0.0
aspin,0.0
aspirations,1.3951386196237182867
aspiring,0.0
assailed,-0.63577924417271905466
assassination,-1.315999828115263262
assault,-2.656196817326216429
assaults,-2.7561533589078831758
assemble,0.0
assembled,0.0
assemblies,0.2270492008178344316
assembling,0.0
assembly,0.0
assembly's,0.0
assemblyman,0.0
assert,0.0
asserted,0.0
asserting,0.0
assertion,-0.42287531951443130235
assertions,-1.2200467195593324184
assertive,0.0
asserts,0.0
assess,0.0
assessed,0.0
assessing,-0.09939645219322364317
assessment,0.0
assessments,0.0
assessor,0.0
assessors,-0.50965773256488105543
asset,0.9348998031214630305
asset-backed,0.0
assets,0.36514537721318142443
assign,-0.12797752948015871194
assigned,0.0
assigning,-1.1762378857401045646
assignment,0.0
assignments,0.024030762252724978427
assist,0.0
assistance,0.0
assistant,0.0
assistants,0.0
assisted,0.0
assisting,0.0
assists,0.19708441211589808265
assn,0.0
associate,0.0
associated,0.0
associates,0.0
association,0.0
association's,0.0
associations,0.0
assorted,-0.248773853267824271
assortment,0.0
assuage,-0.57933765320287089766
assume,0.0
assumed,0.0
assumes,0.0
assuming,0.0
assumption,0.0
assumptions,-0.0897444887093306769
assurance,1.1711392271416550576
assurances,1.0590651865970232793
assure,1.4882671494505887288
assured,1.1067092188358327061
assures,1.8491274056152812556
assuring,1.2234076556874118816
ast,0.0
asthma,-1.5601669062145971345
astonishing,0.8692358419667980329
astounding,1.6579750848746478777
astronomical,-0.18980637717970847943
astute,0.0
asylum,0.0
at-risk,0.0
ata,0.0
ate,0.0
athens,0.0
athletic,0.0
atkinson,0.078072120004784921745
atlanta,0.0
atlanta's,0.07403810227399574129
atlanta-based,0.0
atlantans,0.1343289775233545798
atlantic,0.0
atlas,0.0
atm,-0.28372088334505859598
atmosphere,0.55814322429971549686
atms,0.4737571990593096855
atomic,-0.39830558723878802668
atop,0.0
atrium,0.0
attach,0.0
attached,0.0
attaching,0.0
attack,-2.135953071241806317
attacked,-1.3585594425340591909
attacking,-1.3698589977879925568
attacks,-2.2193009924093792431
attain,0.9569865905243064381
attained,0.5378092205521601119
attainment,1.2813750571626556013
attempt,0.0
attempted,-0.53196349007917929886
attempting,0.0
attempts,-0.16111291470939888778
attend,0.0
attendance,0.0
attendant,-0.6043911556484211268
attendants,-0.37808137477616178288
attended,0.0
attendees,0.0
attending,0.0
attends,0.0
attention,0.0
attest,0.57668757986384420376
attitude,0.40802480800039561757
attitudes,-0.031890032825862739727
attorney,0.0
attorney's,-0.15863978494128935764
attorneys,0.0
attract,1.0380914331888262874
attracted,0.7506898081808938385
attracting,1.5156574799660065889
attraction,1.9287047159697767606
attractions,1.0934338484513917836
attractive,1.8331097823159149327
attractiveness,1.7539613837812302118
attracts,1.812086133934932171
attributable,0.0
attribute,-0.011624935099725196679
attributed,0.0
attributes,0.29736210200300469748
attributing,0.0
attrition,-0.72323183286294010446
attuned,0.0
atty,0.0
aubrey,0.0
auburn,0.0027113602351304297333
auction,1.0774310363555352908
auction-rate,-0.31992629475424180533
auctioned,0.0
auctioneer,0.0
auctioning,0.689627991044439665
auctions,0.0
audience,0.0
audiences,0.0
audio,0.0
audit,-0.06615839492877098886
audited,0.0
auditing,0.0
auditor,-0.08334909686734789163
auditorium,0.0
auditors,-0.43710376227789340446
audits,0.0
audrey,0.0
audubon,0.0
auerbach,0.0
aug,0.0
augment,0.0
august,0.0
august's,0.0
augusta,0.0
augustine,0.0
aunt,0.0
aura,-0.14675223887551260231
aurora,0.0
auspices,0.0
austan,0.0
austere,-0.92777652644160493343
austerity,-0.566581392095476477
austin,0.0
australia,0.0
australia's,-0.18225317092626188994
australian,0.0
austria,0.0
austrian,0.0
authentic,0.5273715656329618085
author,0.0
authored,0.0
authoritarian,-1.1358654304497170279
authoritative,0.0
authorities,-0.34033369382510527909
authority,0.0
authority's,0.0
authorization,0.0
authorize,0.0
authorized,0.0
authorizes,-0.3861928634410666438
authorizing,0.0
authors,0.0
auto,0.0
auto-parts,0.0
automaker,0.0
automaker's,0.0
automakers,0.054035542176543590872
automated,0.0
automatic,0.0
automatically,0.0
automation,0.0
automobile,0.0
automobiles,0.0
automotive,0.0
autonation,0.012305851628891339274
autonomous,0.59629605125222052373
autonomy,0.0
autos,0.0
autoworkers,-0.6741897477953373801
autozone,0.0
autumn,0.0
av,0.0
avail,-0.35660655807103964265
availability,0.0
available,0.42888303667979706026
avalanche,-1.526077930679309881
avalon,0.0
ave,0.0
aventura,0.0
avenue,0.0
avenues,0.0
average,0.0
average's,-0.047992579270600046467
averaged,0.0
averages,0.0
averaging,0.0
aversion,-2.4408833299372732267
avert,-1.6651456696249927944
averted,-2.1355016803860913813
averting,-1.1650645851419793363
avery,-0.047992579270600046447
avg,0.0
aviation,0.0
avid,1.5253187569414204843
aviv,0.0
avoid,-1.2565509926518083301
avoidance,-1.2072294897551445804
avoided,-1.5637843051106121564
avoiding,-1.8446787277540617451
avoids,-1.9634946385940766298
avon,0.0
avondale,0.0
await,0.5925108678039232798
awaited,-0.23031413606455467276
awaiting,0.0
awaits,0.90466579677442986846
awake,-0.5448864244486248988
awakening,-1.577087093796302793
award,2.4647642571990966954
awarded,1.5757968874038349607
awarding,0.121906457524797426486
awards,2.4361432804830297518
aware,0.0
awareness,0.0
awash,-0.38761029812204006779
away,0.0
awe,0.057367936387226254713
awesome,2.4803991824571390932
awful,-1.5752690386140402702
awfully,0.91186615524383684965
awhile,0.0
awkward,-0.84548914891424465257
awry,-0.24729346809739000345
ax,-0.9642833111447551117
axelrod,0.0
axis,-1.2493249287597192218
ayers,0.0
b,0.0
ba,0.0
baa,0.0
babbitt,0.0
babies,-0.14958619671707891476
babson,0.0
baby,0.0
baby-boom,0.0
bache,0.0
bachelor,0.0
bachelor's,0.0
bachmann,0.0
back,0.0
back-office,0.0
back-to-back,0.0
back-to-school,0.060482706978117489996
backbone,0.22451755389605480052
backdrop,-0.85605974322137717863
backed,0.84278642233633069985
backer,0.0
backers,0.35732679447619494957
backfire,-0.31992629475424180522
backfired,0.0
background,0.0
backgrounds,0.0
backing,0.64934290928876061213
backlash,-0.9969031682451226626
backlog,0.0
backlogs,0.0
backs,-0.42360472422908327422
backstop,0.0
backup,0.0
backward,-1.2429562917710608368
backwards,-0.18423533213025309933
backyard,0.0
bacon,0.0
bad,-1.9342042273923431596
badly,-2.1109102772487691806
baer,0.0
baffled,-1.3982296949172080798
